StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q_RelevantIDDuplicate,Q_RelevantIDDuplicateScore,Q_RelevantIDFraudScore,Q_RelevantIDLastStartDate,consent_agree,consent_age,Q91,1A_1,1B_1,2A_1,2B_1,3A_1,3B_1,4A_1,4B_1,5A_1,5B_1,6A_1,6B_1,7A_1,7B_1,8A_1,8B_1,9A_1,9B_1,10A_1,10B_1,11A_1,11B_1,12A_1,12B_1,13A_1,13B_1,14A_1,14B_1,15A_1,15B_1,16A_1,16B_1,17A_1,17B_1,18A_1,18B_1,slider_attn_check_1,slider_attn_check_2_1,speed,manage,age_og,gender_og,income_og,education_og,atten_check2,race_og,hispanic_og,state_og,urbancity,partyid_og,registered,vote_2020,pew_bornagain,pres_approve_nonbin,FL_5_DO,FL_10_DO,FL_11_DO,FL_12_DO,FL_13_DO,FL_14_DO,FL_15_DO,FL_16_DO
Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,Q_RecaptchaScore,Q_RelevantIDDuplicate,Q_RelevantIDDuplicateScore,Q_RelevantIDFraudScore,Q_RelevantIDLastStartDate,I have read the above and agree to participate in this survey.,I am age 18 or over.,Please enter your Connect ID,"What is the likelihood that in the next decade or two advanced AI will lead to monopolies or concentration of power in a small number of companies? For example, a small number of companies might become so valuable from advanced AI that they have extreme influence on markets, the economy, or the government.",How impactful do you think that monopolies or the centralization of economic power from advanced AI might be for society?,"What is the likelihood that in the next decade or two advanced AI causes a major disruption of the economy, destabilizing labor markets? For example, advanced AI might make many skills obsolete, forcing some people to learn new skills to keep their jobs, and resulting in significant job losses for others.",How impactful do you think the disruption of the economy by advanced AI might be for society?,"What is the likelihood that in the next decade or two advanced AI leads to a global financial meltdown? For example, this might mean that automated decision making systems, such as in algorithmic trading systems with too much power and insufficient oversight, could result in a stock market crash.",How impactful do you think financial problems caused by advanced AI might be for society?,"What is the likelihood that in the next decade or two biases embedded in advanced AI tools might lead to significant increases in discrimination and social or income inequality? For example, biases in advanced AI might increase disparities in hiring and wage determination, credit scoring, mortgage and rental application decisions, assessment of job performance, criminal sentencing and policing, school admissions decisions and personalized learning systems, or decisions in healthcare diagnosis and treatment.",How impactful do you think increases in social or income inequality from advanced AI might be for society?,"What is the likelihood that in the next decade or two advanced AI technologies cause a decrease in personal privacy protections? For example, advanced AI might make surveillance more common and more acceptable for preventing crime, or, it might increase the demand for value of training data for AI models tremendously, resulting in a loosening of privacy protections.",How impactful do you think risks to privacy protections from advanced AI might be for society?,"What is the likelihood that in the next decade or two advanced AI results in extreme income inequality? For example, this might happen if advanced AI driven productivity gains generate tremendous new wealth, overwhelmingly benefiting those who are already very wealthy, while those with few or no investments see little or no benefits.",How impactful do you think severe income inequality from advanced AI might be for society?,What is the likelihood that in the next decade or two terrorists use advanced AI to create a deadly biological weapon or chemical weapon that is used at least once against a large number of civilians in a major terrorist attack?,How impactful do you think terrorist attacks with deadly biological or chemical weapons developed with advanced AI might be for society?,"What is the likelihood that in the next decade or two terrorists use advanced AI to create autonomous AI weapons for use in attacking civilians? For example, terrorists might use advanced AI to evade authorities and create cyberweapons and autonomous drones that could carry out attacks on critical infrastructure, such as hydroelectric dams or nuclear power plants, or on large civilian targets like airports or sporting arenas.",How impactful do you think terrorist attacks from advanced AI weapons might be for society?,"What is the likelihood in the next decade or two there are major cyber attacks on civilian targets enabled by advanced AI? For example, advanced AI might infiltrate and reprogram computer systems, like power grids or military computer systems, to execute destructive plans.",How impactful do you think cyber attacks from advanced AI might be for society?,"What is the likelihood that in the next decade or two advanced AI technology leads to society’s collective inability to determine what information is true or reliable? For example, this might happen if people over-rely on AI systems and blindly trust their outputs even if the output is wrong (e.g., fake news, generative AI like ChatGPT hallucinating or making things up).",How impactful do you think a gradual distortion of knowledge might be for society?,"What is the likelihood that in the next decade or two an advanced AI system relied upon for public safety, such as disease detection, self-driving vehicles, or disaster warning systems, malfunctions and results in a significant loss of life?",How impactful do you think the failure of safety critical advanced AI systems might be for society?,What is the likelihood that in the next decade or two an advanced AI arms race between the United States and China leads to a direct military conflict between the two countries’ armed forces?,How impactful do you think an AI arms race inspired conflict between the US and China might be for society?,"What is the likelihood that in the next decade or two one or more countries develop a strategic advantage in AI giving rise to a global power imbalance that favors authoritarianism? For example, this might happen if one or more authoritarian governments create radically advanced AI before other countries or disproportionately to other countries, giving them some sort of strategic advantage and allowing them to enforce their values amongst the rest of the world.",How impactful do you think losing an AI race might be for society?,"What is the likelihood that in the next decade or two an adversary uses advanced AI to engage in information warfare to destabilize an adversary? For example, this might involve a sustained effort to provide very persuasive and convincing misinformation, like deep fakes, generated by advanced AI with the longer-term goal of destabilizing society, or, a similar use of persuasive advanced AI technology in order to influence the outcome of one or more federal elections.",How impactful do you think a successful information warfare campaign by an adversary might be for affected members of society?,"What is the likelihood that in the next decade or two the computational resources required to support training, operation, and data storage for AI models consume enough energy that the resulting carbon emissions destabilize the global climate above and beyond the current median projections?",How impactful do you think this risk that increased climate volatility might be for society?,"What is the likelihood that in the next decade or two radically advanced AI overtakes existing global governments and implements a form of government that is not acceptable to the majority of humanity? For example, a society run by advanced AI might entail constant surveillance and no privacy, extreme poverty, a prohibition of religion or other critical liberties, or other restrictions causing widespread suffering or injustice.",How impactful do you think an advanced AI dystopia might be for society?,"What is the likelihood that in the next decade or two advanced AI will cause the collapse of human civilization resulting in global anarchy? For example, this might happen if AI automates systems like those for food production and distribution and we eventually lose control of our food supply resulting in mass famine; in this or other similar scenarios AI could lead to the deaths of so many people that governments cannot be sustained.",How impactful do you think civilization collapse might be for society?,What is the likelihood that in the next decade or two AI leads to human extinction?,How impactful do you think human extinction might be for society?,In this question we would like you to move the slider to the number sixty. This helps us to confirm that people taking the survey are reading the questions.,For this slider please move the slider to around where the word minor is on the scale.,"In your opinion, what should we do about risks from advanced AI?","In your opinion, who should manage risks from advanced AI?",What is your current age in years?,What is your gender?,What is your family income per year? (please provide pre-tax income),What is the highest level of education you have completed?,Which of the following would you be most surprised to find in the sea or ocean?,Which of the following best matches your racial identity?,"Do you consider yourself to be of Hispanic, Latino, or Spanish origin?",In which US State or District do you currently live?,How would you describe the place where you live?,"Generally speaking, do you think of yourself as a ...?",Are you registered to vote in US elections?,What was your vote in the 2020 Presidential election?,"Would you describe yourself as a ""born-again"" or evangelical Christian, or not?",Do you approve or disapprove of the way Joe Biden is handling his job as President?,FL_5 - Block Randomizer - Display Order,FL_10 - Block Randomizer - Display Order,FL_11 - Block Randomizer - Display Order,FL_12 - Block Randomizer - Display Order,FL_13 - Block Randomizer - Display Order,FL_14 - Block Randomizer - Display Order,FL_15 - Block Randomizer - Display Order,FL_16 - Block Randomizer - Display Order
"{""ImportId"":""startDate"",""timeZone"":""Europe/Berlin""}","{""ImportId"":""endDate"",""timeZone"":""Europe/Berlin""}","{""ImportId"":""status""}","{""ImportId"":""ipAddress""}","{""ImportId"":""progress""}","{""ImportId"":""duration""}","{""ImportId"":""finished""}","{""ImportId"":""recordedDate"",""timeZone"":""Europe/Berlin""}","{""ImportId"":""_recordId""}","{""ImportId"":""recipientLastName""}","{""ImportId"":""recipientFirstName""}","{""ImportId"":""recipientEmail""}","{""ImportId"":""externalDataReference""}","{""ImportId"":""locationLatitude""}","{""ImportId"":""locationLongitude""}","{""ImportId"":""distributionChannel""}","{""ImportId"":""userLanguage""}","{""ImportId"":""Q_RecaptchaScore""}","{""ImportId"":""Q_RelevantIDDuplicate""}","{""ImportId"":""Q_RelevantIDDuplicateScore""}","{""ImportId"":""Q_RelevantIDFraudScore""}","{""ImportId"":""Q_RelevantIDLastStartDate"",""timeZone"":""UTC""}","{""ImportId"":""QID57""}","{""ImportId"":""QID58""}","{""ImportId"":""QID118_TEXT""}","{""ImportId"":""QID2_1""}","{""ImportId"":""QID3_1""}","{""ImportId"":""QID60_1""}","{""ImportId"":""QID61_1""}","{""ImportId"":""QID62_1""}","{""ImportId"":""QID63_1""}","{""ImportId"":""QID64_1""}","{""ImportId"":""QID65_1""}","{""ImportId"":""QID66_1""}","{""ImportId"":""QID67_1""}","{""ImportId"":""QID68_1""}","{""ImportId"":""QID69_1""}","{""ImportId"":""QID70_1""}","{""ImportId"":""QID71_1""}","{""ImportId"":""QID72_1""}","{""ImportId"":""QID73_1""}","{""ImportId"":""QID74_1""}","{""ImportId"":""QID75_1""}","{""ImportId"":""QID76_1""}","{""ImportId"":""QID77_1""}","{""ImportId"":""QID78_1""}","{""ImportId"":""QID79_1""}","{""ImportId"":""QID80_1""}","{""ImportId"":""QID81_1""}","{""ImportId"":""QID82_1""}","{""ImportId"":""QID83_1""}","{""ImportId"":""QID84_1""}","{""ImportId"":""QID85_1""}","{""ImportId"":""QID86_1""}","{""ImportId"":""QID87_1""}","{""ImportId"":""QID88_1""}","{""ImportId"":""QID89_1""}","{""ImportId"":""QID90_1""}","{""ImportId"":""QID91_1""}","{""ImportId"":""QID92_1""}","{""ImportId"":""QID93_1""}","{""ImportId"":""QID116_1""}","{""ImportId"":""QID117_1""}","{""ImportId"":""QID38""}","{""ImportId"":""QID59""}","{""ImportId"":""QID48_TEXT""}","{""ImportId"":""QID45""}","{""ImportId"":""QID100""}","{""ImportId"":""QID41""}","{""ImportId"":""QID55""}","{""ImportId"":""QID107""}","{""ImportId"":""QID108""}","{""ImportId"":""QID109""}","{""ImportId"":""QID110""}","{""ImportId"":""QID102""}","{""ImportId"":""QID101""}","{""ImportId"":""QID114""}","{""ImportId"":""QID111""}","{""ImportId"":""QID104""}","{""ImportId"":""FL_5_DO""}","{""ImportId"":""FL_10_DO""}","{""ImportId"":""FL_11_DO""}","{""ImportId"":""FL_12_DO""}","{""ImportId"":""FL_13_DO""}","{""ImportId"":""FL_14_DO""}","{""ImportId"":""FL_15_DO""}","{""ImportId"":""FL_16_DO""}"
2023-10-27 20:18:48,2023-10-27 20:25:08,IP Address,146.70.202.67,100,379,True,2023-10-27 20:25:09,R_3QDHS6R6Wslye6q,,,,,40.7123,-74.0068,anonymous,EN,0.800000011920929,,0,75,,Yes,Yes,B0B432A614AD452297CD57C85B1A2B8D,70,71,30,60,15,62,59,50,70,61,85,78,5,72,85,68,30,51,95,51,20,60,10,69,10,51,90,68,2,70,1,94,1,100,1,100,60,26,We should slow down the rate of AI progress.,"International treaties, intergovernmental organizations, and non-governmental organizations should manage the majority of risks.",27,Woman,"Between $20,000 and $49,999",Completed bachelor’s degree,Tiger,Asian or Asian American,"No, I am NOT of Hispanic, Latino, or Spanish origin",Massachusetts,City,Democrat,"Yes, I am registered to vote",Joe Biden,No,Somewhat approve,FL_11|FL_16|FL_15|FL_10|FL_14|FL_12|FL_13,2-EconomicInstability|1- Monopolies&CentralizationofPower|3-FinancialMeltdown,5-Privacy|6-ExtremeIncomeInequality|4-Bias&Discrimination,7-TerroristWMDAttack|9-CyberAttacks|8-TerroristAIWeaponsAttack,11-SafetySystemsFailures|10-KnowledgeDeterioration,13-GlobalPowerShift|14-InformationWarfare|12-AIArmsRace,15-EnergyConsumption,18-Extinction|17-CivilizationalCollapse|16-Dystopia
2023-10-27 20:15:20,2023-10-27 20:25:09,IP Address,76.113.10.225,100,589,True,2023-10-27 20:25:10,R_qRcQa1EF638YPip,,,,,35.6975,-105.9821,anonymous,EN,0.8999999761581421,,0,0,,Yes,Yes,ABFFF0F803F146B59E141DC02F544459,70,49,100,72,29,71,100,100,80,49,100,73,20,73,49,73,39,72,100,73,20,72,10,100,80,72,100,100,10,100,50,50,5,100,1,100,60,26,We should slow down the rate of AI progress.,National governments should manage the majority of risks.,48,Woman,"Between $20,000 and $49,999",Completed bachelor’s degree,Tiger,White,"No, I am NOT of Hispanic, Latino, or Spanish origin",New Mexico,City,Democrat,"Yes, I am registered to vote",Joe Biden,No,Strongly approve,FL_14|FL_10|FL_12|FL_11|FL_13|FL_16|FL_15,2-EconomicInstability|3-FinancialMeltdown|1- Monopolies&CentralizationofPower,4-Bias&Discrimination|6-ExtremeIncomeInequality|5-Privacy,9-CyberAttacks|7-TerroristWMDAttack|8-TerroristAIWeaponsAttack,10-KnowledgeDeterioration|11-SafetySystemsFailures,14-InformationWarfare|13-GlobalPowerShift|12-AIArmsRace,15-EnergyConsumption,16-Dystopia|18-Extinction|17-CivilizationalCollapse
2023-10-27 20:14:30,2023-10-27 20:25:12,IP Address,68.7.38.223,100,642,True,2023-10-27 20:25:13,R_W8MrqGtcQHefRM5,,,,,32.7766,-116.9204,anonymous,EN,0.800000011920929,,0,0,,Yes,Yes,32DEA1F517454177B39C5C885826D967,65,72,85,73,20,26,69,60,70,72,55,72,49,85,55,72,45,77,90,91,54,49,25,94,35,72,59,95,35,71,64,91,2,99,2,100,60,26,We should maintain the current rate of AI progress.,The companies developing AI technologies should manage the majority of risks.,52,Man,"Between $20,000 and $49,999","Completed professional degree beyond a bachelor’s degree (e.g., M.D., J.D.)",Tiger,Identify with two or more races,"No, I am NOT of Hispanic, Latino, or Spanish origin",California,City,Independent,"Yes, I am registered to vote",Joe Biden,No,Somewhat approve,FL_10|FL_14|FL_13|FL_16|FL_12|FL_11|FL_15,1- Monopolies&CentralizationofPower|3-FinancialMeltdown|2-EconomicInstability,6-ExtremeIncomeInequality|5-Privacy|4-Bias&Discrimination,9-CyberAttacks|8-TerroristAIWeaponsAttack|7-TerroristWMDAttack,10-KnowledgeDeterioration|11-SafetySystemsFailures,14-InformationWarfare|12-AIArmsRace|13-GlobalPowerShift,15-EnergyConsumption,16-Dystopia|18-Extinction|17-CivilizationalCollapse
2023-10-27 20:19:11,2023-10-27 20:25:14,IP Address,173.3.112.182,100,362,True,2023-10-27 20:25:14,R_3J9IzNPwLAPmU4I,,,,,40.8646,-73.8981,anonymous,EN,1,,0,0,,Yes,Yes,31E0504C7F98409887CE0B649EC81D57,13,50,14,26,1,72,1,72,13,48,10,71,6,97,2,96,2,96,44,72,2,72,2,99,9,83,9,84,4,72,1,71,1,95,0,100,60,26,We should take an indefinite pause on AI progress.,"International treaties, intergovernmental organizations, and non-governmental organizations should manage the majority of risks.",55,Woman,"Between $50,000 and $79,999",Completed bachelor’s degree,Tiger,White,"No, I am NOT of Hispanic, Latino, or Spanish origin",New York,City,Democrat,"Yes, I am registered to vote",Joe Biden,No,Strongly approve,FL_10|FL_13|FL_11|FL_15|FL_12|FL_16|FL_14,2-EconomicInstability|3-FinancialMeltdown|1- Monopolies&CentralizationofPower,5-Privacy|6-ExtremeIncomeInequality|4-Bias&Discrimination,8-TerroristAIWeaponsAttack|7-TerroristWMDAttack|9-CyberAttacks,11-SafetySystemsFailures|10-KnowledgeDeterioration,12-AIArmsRace|13-GlobalPowerShift|14-InformationWarfare,15-EnergyConsumption,18-Extinction|16-Dystopia|17-CivilizationalCollapse
2023-10-27 20:15:04,2023-10-27 20:25:18,IP Address,174.216.153.175,100,613,True,2023-10-27 20:25:19,R_10Ia35kLmoboRNh,,,,,39.3046,-76.6412,anonymous,EN,1,,0,0,,Yes,Yes,BADB4CED29534836B8FE0E4B7B009F8A,89,85,79,71,20,97,99,92,97,67,49,57,20,84,40,61,19,72,95,73,85,72,9,94,30,72,76,52,10,61,5,88,3,100,1,99,60,26,We should slow down the rate of AI progress.,"International treaties, intergovernmental organizations, and non-governmental organizations should manage the majority of risks.",29,Woman,"Between $150,000 and $199,999",Completed bachelor’s degree,Tiger,White,"No, I am NOT of Hispanic, Latino, or Spanish origin",Maryland,Town,Independent,"Yes, I am registered to vote",Donald Trump,No,Strongly disapprove,FL_15|FL_10|FL_16|FL_13|FL_12|FL_11|FL_14,2-EconomicInstability|1- Monopolies&CentralizationofPower|3-FinancialMeltdown,4-Bias&Discrimination|5-Privacy|6-ExtremeIncomeInequality,9-CyberAttacks|8-TerroristAIWeaponsAttack|7-TerroristWMDAttack,11-SafetySystemsFailures|10-KnowledgeDeterioration,12-AIArmsRace|14-InformationWarfare|13-GlobalPowerShift,15-EnergyConsumption,18-Extinction|17-CivilizationalCollapse|16-Dystopia
2023-10-27 20:21:18,2023-10-27 20:25:18,IP Address,96.242.23.223,100,240,True,2023-10-27 20:25:19,R_232Dj9DrTyXrdDs,,,,,40.4992,-74.4996,anonymous,EN,1,,0,0,,Yes,Yes,29D61ED4F035472BBF58239AB24C15C2,64,58,60,55,30,37,19,27,90,73,3,3,75,59,95,84,80,61,79,70,74,63,8,100,45,84,78,73,55,57,14,100,34,100,5,100,61,26,We should maintain the current rate of AI progress.,"International treaties, intergovernmental organizations, and non-governmental organizations should manage the majority of risks.",19,Man,"Between $50,000 and $79,999","Some college, no degree",Tiger,White,"No, I am NOT of Hispanic, Latino, or Spanish origin",New Jersey,Town,Democrat,"Yes, I am registered to vote",Was not eligible to note in 2020,No,Somewhat approve,FL_11|FL_12|FL_10|FL_15|FL_13|FL_16|FL_14,2-EconomicInstability|3-FinancialMeltdown|1- Monopolies&CentralizationofPower,4-Bias&Discrimination|6-ExtremeIncomeInequality|5-Privacy,9-CyberAttacks|8-TerroristAIWeaponsAttack|7-TerroristWMDAttack,11-SafetySystemsFailures|10-KnowledgeDeterioration,13-GlobalPowerShift|12-AIArmsRace|14-InformationWarfare,15-EnergyConsumption,18-Extinction|16-Dystopia|17-CivilizationalCollapse
2023-10-27 20:14:00,2023-10-27 20:25:19,IP Address,216.15.25.100,100,679,True,2023-10-27 20:25:20,R_2v38Eg0jDFzxtYk,,,,,38.8917,-77.0286,anonymous,EN,0.8999999761581421,,0,0,,Yes,Yes,B401D3A4F7BE443FAC5AEA0AD572589F,59,69,59,71,24,58,85,45,79,37,53,71,30,56,14,65,75,65,60,64,14,49,10,99,25,95,89,72,30,49,2,100,2,100,1,100,60,26,We should maintain the current rate of AI progress.,National governments should manage the majority of risks.,42,Man,"Between $80,000 and $99,999","Completed professional degree beyond a bachelor’s degree (e.g., M.D., J.D.)",Tiger,White,"No, I am NOT of Hispanic, Latino, or Spanish origin",New Jersey,Suburb,Democrat,"Yes, I am registered to vote",Joe Biden,No,Strongly approve,FL_15|FL_14|FL_10|FL_16|FL_12|FL_13|FL_11,1- Monopolies&CentralizationofPower|3-FinancialMeltdown|2-EconomicInstability,6-ExtremeIncomeInequality|5-Privacy|4-Bias&Discrimination,9-CyberAttacks|7-TerroristWMDAttack|8-TerroristAIWeaponsAttack,10-KnowledgeDeterioration|11-SafetySystemsFailures,13-GlobalPowerShift|14-InformationWarfare|12-AIArmsRace,15-EnergyConsumption,18-Extinction|16-Dystopia|17-CivilizationalCollapse
2023-10-27 20:19:06,2023-10-27 20:25:21,IP Address,185.216.231.75,100,375,True,2023-10-27 20:25:22,R_1Lo0MZFTQjQr6he,,,,,47.6034,-122.3414,anonymous,EN,1,,0,75,,Yes,Yes,982D87BF6D58455181C094D378B6A11A,30,72,30,74,20,73,30,50,40,48,21,49,69,100,69,100,90,94,50,72,70,71,88,71,60,72,79,72,11,100,10,100,9,99,10,100,60,26,We should slow down the rate of AI progress.,The companies developing AI technologies should manage the majority of risks.,53,Man,"Between $100,000 and $149,999",Completed bachelor’s degree,Tiger,White,"No, I am NOT of Hispanic, Latino, or Spanish origin",Washington,Suburb,Democrat,"Yes, I am registered to vote",Joe Biden,No,Somewhat disapprove,FL_14|FL_12|FL_13|FL_11|FL_16|FL_15|FL_10,3-FinancialMeltdown|1- Monopolies&CentralizationofPower|2-EconomicInstability,6-ExtremeIncomeInequality|5-Privacy|4-Bias&Discrimination,9-CyberAttacks|8-TerroristAIWeaponsAttack|7-TerroristWMDAttack,10-KnowledgeDeterioration|11-SafetySystemsFailures,14-InformationWarfare|13-GlobalPowerShift|12-AIArmsRace,15-EnergyConsumption,17-CivilizationalCollapse|18-Extinction|16-Dystopia
2023-10-27 20:14:46,2023-10-27 20:25:22,IP Address,195.252.201.181,100,636,True,2023-10-27 20:25:23,R_3k7gtK2IHLfefRE,,,,,39.9192,-85.3676,anonymous,EN,1,,0,5,,Yes,Yes,111B9C01B7A24FB1BA760C980D409019,72,58,90,84,64,80,62,51,69,68,60,68,67,71,79,73,84,78,73,71,37,79,69,71,71,82,92,73,59,58,27,72,37,89,18,97,60,26,We should slow down the rate of AI progress.,"International treaties, intergovernmental organizations, and non-governmental organizations should manage the majority of risks.",48,Man,"Between $150,000 and $199,999",Completed bachelor’s degree,Tiger,White,"No, I am NOT of Hispanic, Latino, or Spanish origin",Indiana,Rural area,Democrat,"Yes, I am registered to vote",Joe Biden,No,Somewhat approve,FL_10|FL_14|FL_11|FL_12|FL_16|FL_15|FL_13,3-FinancialMeltdown|1- Monopolies&CentralizationofPower|2-EconomicInstability,4-Bias&Discrimination|5-Privacy|6-ExtremeIncomeInequality,7-TerroristWMDAttack|8-TerroristAIWeaponsAttack|9-CyberAttacks,10-KnowledgeDeterioration|11-SafetySystemsFailures,13-GlobalPowerShift|12-AIArmsRace|14-InformationWarfare,15-EnergyConsumption,17-CivilizationalCollapse|18-Extinction|16-Dystopia
2023-10-27 20:15:51,2023-10-27 20:25:27,IP Address,50.39.222.125,100,576,True,2023-10-27 20:25:28,R_3JmENiMYGqNoza2,,,,,45.4085,-122.7981,anonymous,EN,1,,0,0,,Yes,Yes,681CCE84CDC449619908CE54929B6800,32,51,6,50,4,48,5,38,36,58,4,37,30,63,18,54,23,66,45,50,22,48,42,71,34,54,44,51,14,62,10,87,14,72,5,100,60,26,We should maintain the current rate of AI progress.,The companies developing AI technologies should manage the majority of risks.,36,Man,"Between $150,000 and $199,999","Some college, no degree",Tiger,White,"No, I am NOT of Hispanic, Latino, or Spanish origin",Oregon,Suburb,Other,"Yes, I am registered to vote",Other candidate,No,Somewhat disapprove,FL_13|FL_16|FL_15|FL_11|FL_10|FL_12|FL_14,3-FinancialMeltdown|2-EconomicInstability|1- Monopolies&CentralizationofPower,5-Privacy|4-Bias&Discrimination|6-ExtremeIncomeInequality,8-TerroristAIWeaponsAttack|9-CyberAttacks|7-TerroristWMDAttack,11-SafetySystemsFailures|10-KnowledgeDeterioration,12-AIArmsRace|14-InformationWarfare|13-GlobalPowerShift,15-EnergyConsumption,17-CivilizationalCollapse|18-Extinction|16-Dystopia
2023-10-27 20:15:13,2023-10-27 20:25:34,IP Address,24.164.67.16,100,620,True,2023-10-27 20:25:34,R_1LZ1w3nF7LAQo4G,,,,,39.9587,-82.9987,anonymous,EN,1,,0,0,,Yes,Yes,3815EF1D26874BBEB7DCEF0527F112C7,90,84,35,85,28,99,19,37,84,13,50,26,6,100,39,100,49,100,30,63,15,65,25,100,65,91,90,49,0,72,0,100,1,100,0,100,60,26,We should accelerate the rate of AI progress.,The companies developing AI technologies should manage the majority of risks.,48,Man,"Between $50,000 and $79,999",Completed bachelor’s degree,Tiger,White,"No, I am NOT of Hispanic, Latino, or Spanish origin",Ohio,Suburb,Republican,"Yes, I am registered to vote",Donald Trump,No,Strongly disapprove,FL_13|FL_10|FL_12|FL_11|FL_14|FL_16|FL_15,1- Monopolies&CentralizationofPower|3-FinancialMeltdown|2-EconomicInstability,6-ExtremeIncomeInequality|4-Bias&Discrimination|5-Privacy,7-TerroristWMDAttack|9-CyberAttacks|8-TerroristAIWeaponsAttack,11-SafetySystemsFailures|10-KnowledgeDeterioration,14-InformationWarfare|13-GlobalPowerShift|12-AIArmsRace,15-EnergyConsumption,17-CivilizationalCollapse|16-Dystopia|18-Extinction
2023-10-27 20:18:14,2023-10-27 20:25:38,IP Address,75.191.242.217,100,444,True,2023-10-27 20:25:39,R_3GEcQ19TOxfnsHs,,,,,36.0217,-79.7839,anonymous,EN,1,,0,0,,Yes,Yes,3F38F252286247618485E879DFAFAD45,100,86,95,60,33,71,66,57,100,37,100,47,25,82,50,91,66,76,100,62,10,66,5,100,95,100,95,72,33,100,2,100,4,100,2,100,60,26,We should slow down the rate of AI progress.,"International treaties, intergovernmental organizations, and non-governmental organizations should manage the majority of risks.",40,Man,"Between $20,000 and $49,999",Completed bachelor’s degree,Tiger,White,"No, I am NOT of Hispanic, Latino, or Spanish origin",North Carolina,City,Independent,"Yes, I am registered to vote",Other candidate,No,Strongly disapprove,FL_14|FL_15|FL_12|FL_16|FL_10|FL_13|FL_11,3-FinancialMeltdown|2-EconomicInstability|1- Monopolies&CentralizationofPower,4-Bias&Discrimination|5-Privacy|6-ExtremeIncomeInequality,9-CyberAttacks|7-TerroristWMDAttack|8-TerroristAIWeaponsAttack,11-SafetySystemsFailures|10-KnowledgeDeterioration,14-InformationWarfare|13-GlobalPowerShift|12-AIArmsRace,15-EnergyConsumption,18-Extinction|17-CivilizationalCollapse|16-Dystopia
2023-10-27 20:14:24,2023-10-27 20:25:44,IP Address,76.131.222.175,100,679,True,2023-10-27 20:25:44,R_32QugRoqGbgjeYF,,,,,40.5291,-104.9879,anonymous,EN,0.8999999761581421,,0,0,,Yes,Yes,842B62B60C164567BF1794FEF9D91469,28,39,44,47,21,53,70,50,71,48,67,48,29,100,19,100,39,63,85,68,50,46,10,52,16,39,100,100,60,37,7,27,2,100,0,100,60,26,We should maintain the current rate of AI progress.,The companies developing AI technologies should manage the majority of risks.,33,Woman,"Between $100,000 and $149,999",Completed bachelor’s degree,Tiger,White,"No, I am NOT of Hispanic, Latino, or Spanish origin",Colorado,Suburb,Independent,"Yes, I am registered to vote",Donald Trump,No,Strongly disapprove,FL_15|FL_16|FL_14|FL_12|FL_11|FL_13|FL_10,1- Monopolies&CentralizationofPower|2-EconomicInstability|3-FinancialMeltdown,6-ExtremeIncomeInequality|4-Bias&Discrimination|5-Privacy,8-TerroristAIWeaponsAttack|9-CyberAttacks|7-TerroristWMDAttack,10-KnowledgeDeterioration|11-SafetySystemsFailures,12-AIArmsRace|14-InformationWarfare|13-GlobalPowerShift,15-EnergyConsumption,16-Dystopia|18-Extinction|17-CivilizationalCollapse
2023-10-27 20:18:10,2023-10-27 20:25:46,IP Address,38.87.107.87,100,455,True,2023-10-27 20:25:46,R_2rpG5kMVNAHIF8Z,,,,,45.6728,-121.5398,anonymous,EN,1,,0,95,,Yes,Yes,D53E5ABFE53F4DDCA54C36BC9EF4A651,69,68,95,91,70,72,89,72,49,48,9,25,70,73,79,72,89,88,79,71,69,69,80,85,49,48,59,40,49,36,29,49,9,48,80,73,60,27,We should maintain the current rate of AI progress.,"International treaties, intergovernmental organizations, and non-governmental organizations should manage the majority of risks.",24,Man,"Between $50,000 and $79,999",Completed master’s degree,Tiger,White,"No, I am NOT of Hispanic, Latino, or Spanish origin",Oregon,Suburb,Republican,"Yes, I am registered to vote",Donald Trump,No,Somewhat approve,FL_16|FL_13|FL_11|FL_12|FL_15|FL_14|FL_10,2-EconomicInstability|1- Monopolies&CentralizationofPower|3-FinancialMeltdown,6-ExtremeIncomeInequality|4-Bias&Discrimination|5-Privacy,7-TerroristWMDAttack|9-CyberAttacks|8-TerroristAIWeaponsAttack,10-KnowledgeDeterioration|11-SafetySystemsFailures,12-AIArmsRace|13-GlobalPowerShift|14-InformationWarfare,15-EnergyConsumption,18-Extinction|17-CivilizationalCollapse|16-Dystopia
